Year,Month,Longitude,Latitude,SST_Celsius,Population
2021.0,6.0,-110.1434278,29.8549263,18.8,21580827
2016.0,9.0,-31.564507,31.66805,22.9,232388
2016.0,9.0,46.84550555,54.005519,16.5,12409738
2018.0,5.0,12.2200996,-41.6767513,13.4,4430367
2012.0,4.0,112.74145257,-71.94527214,11.0,447692
2013.0,8.0,1.996691,-21.649009,18.4,603
2016.0,1.0,-60.71334534,85.34265742,-2.0,18406
2015.0,1.0,-145.53663,78.52938,-0.2,18406
2019.0,6.0,-37.805228,67.448916,10.9,18406
2019.0,11.0,-32.674428,40.439701,17.0,5723
2012.0,12.0,-80.42565622,-44.38976935,12.8,6680371
2013.0,4.0,30.2809779,84.1660905,0.8,216364
2015.0,4.0,34.4128583647,-38.2826570796,18.6,201851
2019.0,11.0,36.33993,89.748,1.0,216364
2014.0,2.0,22.6500735509,-5.2503555272,28.5,898968
2017.0,7.0,-87.571465,61.612478,11.9,18406
2012.0,5.0,-35.393932,-30.659494,19.7,1736989
2014.0,12.0,-8.337914,-14.725945,26.5,603
2012.0,4.0,-95.34246,77.51887,1.6,18406
2021.0,9.0,175.10503234,-37.366909423,15.4,411346
2011.0,8.0,16.1031,-44.5091,8.5,4430367
2018.0,12.0,89.466710296,47.725307972,15.8,996319
2021.0,6.0,-140.4871,-32.1548,15.4,136005
2015.0,9.0,-160.8698266,73.9359265,8.3,18406
2011.0,1.0,-68.958703992,34.126597924,16.3,10073
2011.0,12.0,133.2815323455,22.3023126655,21.4,2705791
2017.0,8.0,-6.932970564,45.8123381788,16.2,34386
2012.0,6.0,-167.7791632,67.9459724,8.6,18406
2011.0,5.0,32.33948,-29.98702,19.0,68010
2010.0,1.0,-33.998147058,-31.306005054,23.2,1736989
2016.0,6.0,-9.23412,-20.49269,21.0,603
2017.0,10.0,110.5929443,-64.3294061,8.8,447692
2013.0,1.0,-45.490866795,-81.707938483,11.5,2269
2017.0,2.0,72.41717,4.60938,22.5,176851
2017.0,7.0,-25.995080335,65.374580884,13.0,216364
2014.0,1.0,-165.8633,83.5948,-1.7,18406
2017.0,1.0,-92.6152943,-40.5866013,18.2,6680371
2011.0,3.0,53.1074141,-40.718755,19.2,147209
2017.0,5.0,-93.0410194,30.47629,19.8,2136468
2010.0,1.0,-61.0998486,23.5567797,16.3,1402
2021.0,8.0,-54.6953,-17.1941,19.9,4469585
2010.0,7.0,143.2622700003,-32.0173589099,16.9,447692
2010.0,7.0,162.536262002,32.562168543,23.6,37468302
2019.0,8.0,43.42442275,38.32520353,20.0,1080324
2019.0,5.0,85.95866153,-18.19888048,22.6,10516927
2012.0,3.0,165.145645,4.504452,25.0,11312
2012.0,11.0,81.9651,49.0092,17.8,1068113
2020.0,11.0,172.90834,13.86612,25.8,30661
2020.0,3.0,-18.98927325,17.12130083,17.4,2978419
2018.0,11.0,-65.768057765,81.6111774525,2.4,18406
2010.0,4.0,159.674883665,-74.81874575,11.0,411346
2018.0,9.0,-73.45419,-25.2614,13.0,6680371
2017.0,11.0,-56.3634276418,86.6792773966,2.9,18406
2017.0,7.0,-166.9335945647,-27.6081718524,15.1,727
2015.0,10.0,-166.12739,-37.17102,13.9,411346
2020.0,7.0,69.81568168,-80.18173842,3.5,2269
2018.0,3.0,-160.5905502965,53.893003332,7.3,37468302
2013.0,1.0,79.8691645,9.3542928,21.8,599821
2020.0,10.0,84.26422,78.18401,6.6,1279096
2020.0,11.0,16.5091168667,63.6230699435,6.2,1582968
2016.0,3.0,19.6481046148,-76.6005455404,8.5,2269
2018.0,2.0,-166.656907,-75.0502983,10.0,411346
2017.0,9.0,-49.87837002,38.93239334,20.8,5723
2021.0,8.0,28.847613932,13.649730813,27.8,5534079
2013.0,10.0,21.8848,5.2993,26.5,850946
2012.0,6.0,-102.2838,-57.8906,7.6,2269
2011.0,5.0,48.8402,-14.21352,23.8,6180
2015.0,7.0,148.9690528,60.7327642,10.7,37468302
2015.0,3.0,-100.91942,14.5485,19.0,21580827
2015.0,11.0,25.5767,60.1478,13.0,1279096
2013.0,8.0,-157.8465131451,70.3930543868,10.0,18406
2011.0,6.0,104.643169,61.884296,9.2,1520381
2019.0,11.0,91.7735878,73.2970903,5.2,1068113
2010.0,12.0,81.136457,-30.250462,21.0,149365
2013.0,10.0,-130.847017,-60.395996,7.0,411346
2018.0,11.0,-22.23692544,-88.33526369,8.0,2269
2010.0,2.0,-105.28511,71.95705,1.4,18406
2014.0,8.0,-173.18858657,-61.26850428,4.7,411346
2012.0,5.0,14.0854,-76.7648,5.0,2269
2020.0,7.0,-34.3423178,-32.084511,15.9,1736989
2016.0,5.0,108.30396,-62.97322,11.1,447692
2016.0,3.0,-89.4558,63.7176,4.3,18406
2011.0,10.0,107.456908219,21.309400706,25.7,4282738
2018.0,6.0,-125.9129,-27.2845,16.9,136005
2016.0,7.0,139.90476,-84.13796,5.5,2269
2021.0,3.0,-60.1009,-57.4095,15.4,2269
2013.0,9.0,-6.625166502,-37.000553261,14.4,4430367
2021.0,7.0,-155.70173902,31.26298506,21.2,30661
2020.0,5.0,-6.3818,-84.5536,8.0,2269
2017.0,3.0,-70.1795682,48.7496752,5.5,1363159
2020.0,11.0,-22.9816,13.68753,24.8,167504
2018.0,4.0,62.3547646,45.9667528,15.8,2463969
2014.0,3.0,30.3999991662,-83.3957201831,10.5,2269
2013.0,11.0,-58.908848766,77.718602033,5.6,18406
2020.0,12.0,64.915356684,5.649276123,24.2,176851
2011.0,1.0,168.3588455,-36.1072363,22.7,411346
2014.0,9.0,125.903939389,-51.442932089,11.2,447692
2017.0,6.0,78.68180137,-49.80581968,11.0,149365
2015.0,9.0,-23.859362542,-45.206810457,12.0,2269
2015.0,4.0,-151.430383137,-59.530914238,11.0,411346
2019.0,6.0,-79.682788,86.498883,3.2,18406
2014.0,11.0,118.70045,-88.29708,9.0,2269
2020.0,4.0,-58.1289,-47.1784,16.9,2269
2014.0,4.0,51.744220997,-24.247071958,22.8,147209
2018.0,11.0,176.620571662,-80.417121755,9.0,411346
2012.0,10.0,154.04954,-27.33983,19.9,447692
2011.0,4.0,-84.649150298,-50.869294202,10.7,2269
2021.0,2.0,138.9376,57.7869,3.2,3037862
2021.0,8.0,177.818103,-19.138841,20.3,178339
2017.0,6.0,82.0562433,-82.4033666,5.0,2269
2018.0,7.0,161.13657238,-86.07304185,5.5,2269
2011.0,6.0,51.058444405,-9.012413983,23.3,28091
2021.0,10.0,58.5802977095,42.0669181817,19.8,810186
2010.0,12.0,-168.77178,0.35094,25.0,0
2017.0,4.0,153.84477937,-44.8790112,18.5,447692
2013.0,2.0,-30.242345829,62.28183048,6.4,216364
2018.0,7.0,-139.6115,22.5145,23.6,21580827
2020.0,5.0,-36.334166,-60.950176,10.7,2269
2011.0,4.0,-50.364055,-72.630877,10.0,2269
2020.0,9.0,-15.8115608,-50.644414,10.2,2269
2012.0,2.0,-155.7656739675,-78.6328780733,10.0,411346
2013.0,1.0,-13.9352778079,29.0816796878,13.8,232388
2010.0,2.0,75.391908507,-15.6383060376,27.2,149365
2011.0,9.0,116.3952775481,-49.901040222,11.5,447692
2018.0,3.0,-161.75921329,35.61887163,12.7,30661
2015.0,10.0,-31.8569495523,-53.150037093,11.1,2269
2014.0,4.0,-22.38866,37.54727,15.6,2927316
2019.0,9.0,175.9928601,-14.1787542,22.3,178339
2019.0,9.0,-26.694,79.7984,8.5,216364
2021.0,1.0,93.344522112,31.897862742,14.9,203297
2014.0,10.0,61.11982,-41.60465,13.4,147209
2017.0,2.0,144.29811021,-9.32016055,31.3,366862
2015.0,5.0,128.51313,-43.82844,16.8,447692
2018.0,5.0,13.906398348,59.798282624,14.0,1012225
2016.0,3.0,-148.7867620467,76.0673489182,0.7,18406
2014.0,2.0,42.8155058,-13.0793313,28.1,62351
2021.0,4.0,-70.8699032315,-2.3861974059,25.4,10574409
2011.0,3.0,-90.627495464,84.578160962,-2.0,18406
2021.0,9.0,39.34009314,67.888425,8.7,1279096
2011.0,12.0,-147.56330004,-39.48984465,17.3,13067
2020.0,10.0,83.9489679,87.6904406,3.6,216364
2010.0,8.0,89.67465561,34.34965976,21.8,203297
2012.0,2.0,53.662391053,24.88342889,16.5,1419699
2021.0,3.0,-139.52055604,86.02438583,-2.0,18406
2020.0,5.0,-44.2051,11.4271,25.7,57506
2020.0,10.0,-64.77983,-54.77488,8.5,2269
2021.0,12.0,-148.2066369317,18.7378468912,19.3,0
2014.0,4.0,-128.986608,-6.774697,26.9,136005
2020.0,12.0,-167.843440152,55.546313739,8.2,37468302
2016.0,10.0,-85.296275,36.089823,21.8,5206593
2016.0,1.0,-20.81062,-26.85919,24.4,603
2017.0,2.0,158.006829,20.532575,19.7,50568
2013.0,2.0,-75.57905671,39.07782775,15.8,5206593
2014.0,11.0,172.2018849,-57.9428634,12.6,411346
2011.0,2.0,171.78545647,62.73212112,3.2,37468302
2011.0,10.0,-156.63456082,77.34088671,5.9,18406
2011.0,2.0,-130.4817316,79.0752319,-2.0,18406
2018.0,9.0,115.6897378399,73.4929478387,10.7,1520381
2011.0,6.0,167.905395,-30.59466,18.7,197787
2016.0,7.0,6.00705387,35.30965892,19.3,2693542
2010.0,12.0,92.57146,-54.31223,13.8,447692
2014.0,1.0,162.1169184711,18.0260651152,21.1,6996
2015.0,2.0,-100.10370781,71.625894427,1.4,18406
2013.0,4.0,94.9852,-57.2345,12.9,447692
2016.0,12.0,5.6732140268,26.4374236587,16.2,1157746
2016.0,4.0,-178.1389536627,-8.4115355902,26.6,7042
2011.0,5.0,162.59871,71.34245,7.2,1520381
2010.0,3.0,110.8451567,-39.0251364,21.8,447692
2015.0,7.0,120.347,-61.2693,8.2,447692
2013.0,2.0,175.2474392579,-47.9374081104,19.6,411346
2018.0,1.0,147.688080668,9.933320326,23.5,146905
2015.0,2.0,12.506400703,-61.273994341,11.7,4430367
2016.0,12.0,-153.2238902,-83.5569602,8.0,2269
2010.0,9.0,34.968,-74.7022,3.5,4430367
2019.0,1.0,-104.122,-33.7257,20.3,6680371
2013.0,6.0,124.9378239,-69.5419121,7.0,447692
2011.0,5.0,113.507330117,86.77295524,3.9,216364
2012.0,3.0,-95.525255,18.627934,17.8,21580827
2013.0,4.0,153.260219,4.231826,26.8,6996
2019.0,4.0,50.15378,-85.03177,9.0,2269
2020.0,4.0,8.7716519912,-68.3251717268,10.6,4430367
2013.0,8.0,-89.7119495824,65.7877854782,11.2,18406
2019.0,7.0,-12.970620619,-41.683829869,12.9,4430367
2013.0,5.0,1.776,-31.2307,19.7,4430367
2016.0,8.0,51.1332602,-76.5687495,3.0,2269
2015.0,5.0,170.39629197,-71.081692393,9.0,411346
2021.0,11.0,67.232437499,-52.732975837,12.1,147209
2014.0,8.0,-138.1219721975,61.1814037877,12.7,18406
2017.0,5.0,-9.98879,-47.79981,14.6,4430367
2019.0,7.0,-114.7977,-85.9941,2.5,2269
2015.0,6.0,-118.3368358839,76.4679784374,3.2,18406
2013.0,12.0,172.0527149,-48.8387852,17.3,411346
2017.0,10.0,108.3462,46.4818,21.8,1520381
2014.0,3.0,-53.7412349922,-69.9001116294,11.5,2269
2011.0,12.0,-67.03476,-51.16324,13.7,2269
2020.0,8.0,-35.7569,83.6303,7.8,216364
2017.0,1.0,42.3772310217,3.1510228792,23.6,2081624
2017.0,10.0,-20.224439772,13.17671569,24.1,2978419
2019.0,1.0,-178.969843426,32.851252897,13.6,30661
2017.0,12.0,-108.672748,3.911519,23.8,21580827
2015.0,11.0,46.818548,-73.69694397,7.0,4430367
2019.0,1.0,171.26043,89.61959,-0.5,18406
2020.0,12.0,-19.892492,20.217624,18.0,1205414
2019.0,12.0,-158.230955,71.466838,3.7,18406
2016.0,4.0,94.08215979,6.04448749,24.2,7563912
2018.0,12.0,122.44871061,52.00962809,17.8,1520381
2014.0,4.0,-97.632,24.6863,17.8,21580827
2011.0,1.0,166.693929,-20.508399,27.2,197787
2016.0,12.0,-88.9348,-66.3043,6.2,2269
2017.0,7.0,-35.8815313,-7.87537255,23.1,4469585
2017.0,6.0,117.1520828,-66.6249296,7.9,447692
2019.0,6.0,84.687,-52.7088,10.1,149365
2012.0,9.0,-10.54734909,49.39137456,14.8,1201426
2011.0,9.0,-11.0480308,-0.4742593,32.0,1418300
2018.0,3.0,88.75369,-7.16078,29.4,7563912
2012.0,6.0,-162.0787,1.4745,28.7,0
2014.0,7.0,-179.0441793,5.6619365,28.7,64011
2015.0,8.0,-126.8431346,54.5798001,11.5,1363159
2016.0,12.0,168.3926388,67.40124707,5.2,37468302
2010.0,12.0,-113.4790149145,-15.4450010951,24.5,136005
2011.0,11.0,175.4429,-62.5532,11.1,411346
2010.0,8.0,24.6527212,0.1079765,32.0,1057836
2010.0,1.0,40.0163299462,61.2867048253,9.5,12409738
2018.0,2.0,22.515438771,56.386673542,9.0,637089
2013.0,11.0,-153.058018,-72.920987,6.0,411346
2014.0,8.0,65.0078469,17.6478572,26.6,1446563
2017.0,8.0,158.0572205,-46.4040502,12.2,447692
2011.0,2.0,-75.3342595,78.539117,-0.7,18406
2015.0,8.0,-139.112,53.7527,14.8,1363159
2010.0,3.0,-170.774321,33.766124,13.3,30661
2019.0,2.0,11.50330273,13.33951894,18.1,1322679
2019.0,12.0,-110.578179279,-17.125055486,23.9,10390607
2018.0,12.0,45.6566,-82.91,9.0,2269
2018.0,9.0,35.811453,14.051222,27.3,895863
2010.0,12.0,137.952500409,52.241271489,17.8,3037862
2021.0,4.0,-23.78689,-26.86331,22.9,603
2017.0,5.0,159.96719,17.26286,24.9,6996
2012.0,4.0,-118.1487,-76.6165,8.0,2269
2019.0,10.0,163.74700686,35.07963181,21.8,37468302
2016.0,10.0,-96.80729264,55.86903766,11.0,1363159
2018.0,2.0,-162.6511,23.4213,16.1,30661
2011.0,11.0,-4.4806153,-2.4012411,28.4,4920776
2014.0,2.0,156.6283603465,-4.4774705961,32.0,81801
2011.0,5.0,113.0135,-68.0587,9.6,447692
2016.0,10.0,-104.64485395,-46.88066698,10.9,6680371
2017.0,3.0,160.567273357,-48.849913808,18.8,411346
2015.0,8.0,-138.296489,4.848167,29.5,136005
2012.0,7.0,165.171255563,49.566713466,23.3,37468302
2017.0,8.0,21.9267,-83.2931,3.0,2269
2015.0,11.0,-7.9953553106,-40.2859699153,17.0,4430367
2011.0,7.0,30.147367,-20.516519,18.2,1515016
2013.0,11.0,-137.56504,64.44611,7.8,18406
2019.0,6.0,-133.056,2.5779,28.1,136005
2021.0,6.0,-130.7539,84.6747,3.5,18406
2013.0,11.0,64.401921028,82.496932757,3.4,1279096
2018.0,4.0,-15.22733,-22.38009,24.4,603
2017.0,12.0,15.85460896,-72.52283151,7.0,2269
2010.0,8.0,-154.0052180017,32.959221667,21.1,30661
2017.0,7.0,120.950324927,-46.49277393,12.7,447692
2017.0,5.0,120.667953,-30.144745,21.0,281135
2011.0,9.0,34.8838352679,11.5348337801,27.9,4399674
2019.0,11.0,28.3513,-44.9343,14.5,4430367
2019.0,7.0,151.3832,-84.2207,5.5,411346
2011.0,10.0,5.1067,21.4889,21.7,1213781
2015.0,6.0,-1.486304062,-86.257832218,6.0,2269
2010.0,12.0,-82.25729,23.02728,18.1,2136468
2010.0,6.0,54.415954,-14.213669,21.8,149365
2019.0,5.0,-122.7492,-43.1357,14.1,136005
2013.0,12.0,-12.4873,62.7043,5.1,20817
2021.0,9.0,127.716558,44.436077,23.3,3037862
2016.0,11.0,53.9338663071,13.8709760534,23.8,2779317
2011.0,9.0,-0.414218,-84.867968,4.5,2269
2015.0,7.0,14.0641109706,-42.1558978054,9.9,4430367
2019.0,6.0,136.5439173,-55.3634179,11.5,447692
2013.0,12.0,-154.1216,89.3842,-1.7,18406
2021.0,9.0,-7.9918,14.2442,25.3,2446749
2018.0,3.0,-128.40666174,0.82873679,20.2,136005
2015.0,7.0,-67.055595,-4.783376,22.0,10574409
2011.0,1.0,41.289556853,-35.697291592,20.7,1101771
2016.0,1.0,-114.972559125,-2.068123202,29.9,21580827
2018.0,7.0,-156.2053515,17.9945513,25.1,0
2013.0,8.0,47.7909,8.2674,29.6,561564
2019.0,3.0,85.8773874883,41.5961677518,14.3,996319
2021.0,11.0,-159.05072,45.80648,13.2,30661
2013.0,8.0,-41.220700615,-31.376802443,15.7,1736989
2018.0,5.0,141.6264443516,49.823704032,19.8,37468302
2016.0,10.0,-147.8084693565,66.6579037336,8.9,18406
2012.0,2.0,48.5056324,-10.9080915,28.7,6180
2021.0,8.0,-78.1456477,48.0988212,13.0,1363159
2011.0,12.0,-89.06086,-29.44228,17.3,6680371
2020.0,10.0,-24.95097924,-12.68423599,23.1,603
2010.0,11.0,-35.11769,57.77574,11.6,216364
2019.0,1.0,-140.6694103416,83.3217678074,-1.4,18406
2018.0,4.0,45.596951,-37.648573,18.6,1101771
2014.0,9.0,-34.061188147,-33.154754096,15.6,1736989
2017.0,10.0,77.1387,-2.6374,25.1,176851
2021.0,9.0,90.251,14.7754,27.0,500218
2014.0,8.0,-170.15520915,-65.2776436,3.5,411346
2017.0,10.0,155.3927975,-17.0017299,22.9,81801
2012.0,3.0,100.665496,16.40649,21.7,664754
2016.0,1.0,-44.49586,27.79703,17.1,10073
2011.0,12.0,-5.2225819,-84.6449158,10.0,2269
2011.0,1.0,157.3175152,-11.0515414,30.2,81801
2014.0,12.0,-14.2848,42.9132,11.1,2927316
2020.0,6.0,-92.9267154,72.0373093,7.4,18406
2017.0,11.0,-166.89652,89.71386,0.0,18406
2014.0,1.0,-68.98058,-61.73727,11.9,2269
2019.0,4.0,-20.800001407,-36.954071136,19.9,603
2011.0,1.0,115.019476526,-37.7788564181,22.1,447692
2016.0,8.0,149.217718,-3.662382,24.8,366862
2016.0,1.0,128.51001,-61.22512,15.2,447692
2018.0,10.0,-47.45941,-51.08035,11.7,2269
2012.0,4.0,-29.996424,45.005464,13.5,2927316
2016.0,2.0,-151.19361,-66.03353,11.2,411346
2014.0,6.0,-76.2187148311,-66.0381813606,2.2,2269
2021.0,11.0,69.66840392,44.769163842,17.8,2463969
2020.0,9.0,-105.609653,-66.2005384,3.7,2269
2020.0,10.0,-1.0821709463,22.7610829517,21.1,1213781
2020.0,4.0,174.344187721,32.839368603,18.1,30661
2019.0,8.0,60.769068466,-88.369882287,3.0,2269
2011.0,3.0,-16.3248526,-40.47572341,20.5,603
2010.0,11.0,-76.549381355,44.160079855,9.0,1363159
2021.0,1.0,-107.435162734,53.060334626,5.5,1363159
2011.0,9.0,4.5458191,-46.4436851,11.7,4430367
2016.0,5.0,-0.027775,-28.945389,20.3,603
2016.0,6.0,-34.472522,-55.387372,10.5,2269
2013.0,5.0,92.3811365,-52.8772446,12.1,149365
2019.0,1.0,-98.64376828,-66.28706208,10.7,2269
2011.0,5.0,-2.175622717,77.045225263,2.9,216364
2020.0,1.0,123.15522091,-80.44684595,12.5,411346
2015.0,1.0,31.404,-64.5625,12.0,4430367
2017.0,8.0,-62.5497072,10.9825858,27.7,544417
2011.0,5.0,154.491183586,-58.918958241,12.3,411346
2015.0,11.0,85.7375593108,78.0830778108,4.6,1279096
2017.0,3.0,-178.7528,55.2799,7.0,37468302
2021.0,5.0,3.99226,76.43802,3.2,216364
2017.0,1.0,-167.26117749,15.35286431,19.0,30661
2015.0,1.0,0.8800068098,-76.0489111878,11.5,2269
2019.0,1.0,112.167577,-23.798335,26.3,10516927
2021.0,11.0,-176.8342,21.8659,20.4,30661
2010.0,4.0,0.48911244,-71.19665952,10.0,2269
2020.0,5.0,-80.3847,25.2594,19.8,279668
2010.0,12.0,-43.436871,-24.597299,23.5,4469585
2016.0,2.0,-6.3645836,-9.0982606,30.3,603
2015.0,8.0,35.84462,-32.76999,14.1,1101771
2011.0,1.0,72.288324,48.531818,14.3,1068113
2012.0,9.0,-64.4245108,-54.9369702,7.0,2269
2017.0,8.0,-138.6306839,4.7690159,29.5,136005
2021.0,7.0,133.20894492,45.10819036,23.3,3037862
2010.0,3.0,-171.6830454063,-72.8262434578,9.5,411346
2021.0,7.0,16.64334,-18.02588,16.5,404280
2010.0,11.0,114.1244147,-54.5245534,13.5,447692
2010.0,12.0,-50.7211256486,0.1661000056,27.0,57506
2016.0,3.0,15.1881,59.9047,10.5,1582968
2020.0,8.0,-34.037806,-57.947826,7.6,2269
2016.0,3.0,-11.3044908846,-35.1893758267,22.0,603
2014.0,3.0,-65.93436275,-88.18622231,9.5,2269
2010.0,8.0,-41.94069036,10.43286603,30.0,57506
2016.0,12.0,159.691635067,70.211081659,5.2,1520381
2014.0,6.0,51.74078,-80.36244,5.0,2269
2016.0,11.0,87.0759,-6.0666,26.2,599821
2014.0,3.0,159.2665,-74.6803,12.5,411346
2018.0,1.0,-96.3843636724,16.8834020008,18.4,21580827
2012.0,4.0,170.294545,-27.919527,23.6,197787
2014.0,9.0,-111.008307,15.590445,22.7,21580827
2018.0,10.0,-122.5824,66.0909,6.2,18406
2015.0,1.0,117.592994098,-76.170023341,12.5,411346
2018.0,12.0,138.20652,-50.08283,17.0,447692
2019.0,2.0,-22.54158704,-61.95680612,14.4,2269
2020.0,3.0,-93.409925,-20.470979,24.5,10390607
2016.0,7.0,174.8182634,-17.0604039,21.4,178339
2014.0,12.0,-57.3824857728,42.6076714926,14.1,5723
2015.0,12.0,40.098995,-27.693687,21.6,1101771
2016.0,1.0,-95.57859,-44.1376,17.3,6680371
2018.0,2.0,-0.6002121963,-80.8659944851,12.0,2269
2011.0,6.0,-22.4645,75.3587,8.5,216364
2012.0,12.0,-34.2996,-77.2285,10.0,2269
2014.0,7.0,-65.06842841,71.51689119,8.9,18406
2017.0,12.0,87.0368746,-54.957746,13.5,149365
2020.0,12.0,163.124042,59.475083,5.2,37468302
2018.0,1.0,-175.58708,7.44956,21.4,64011
2015.0,8.0,-70.5974,57.75619,13.0,18406
2013.0,9.0,-170.3011175,57.3655962,13.4,37468302
2016.0,2.0,138.874116332,-68.131707213,13.6,411346
2011.0,11.0,-107.0136,-59.7813,9.0,2269
2014.0,9.0,135.4026,-3.6538,25.3,281135
2014.0,1.0,113.1258053121,-27.0925523561,25.4,10516927
2015.0,5.0,-25.49274824,24.64590515,21.5,167504
2011.0,6.0,95.9294529652,72.9860501804,7.2,1068113
2018.0,1.0,-75.5512188,29.8902855,16.3,279668
2012.0,10.0,-31.1295,72.0417,9.4,216364
2014.0,5.0,16.1654888,-5.6482709,24.2,13171256
2015.0,11.0,-170.0809997,-14.8779412,22.5,48526
2015.0,3.0,-16.2715429,76.3865055,-0.3,216364
2013.0,11.0,117.157623,-39.601816,18.0,447692
2017.0,11.0,-52.02199966,89.88057018,2.0,18406
2013.0,6.0,173.7303,-42.3215,15.4,411346
2018.0,9.0,124.7979654,-64.6032708,7.0,447692
2015.0,8.0,-35.218639,-23.683038,17.8,4469585
2016.0,4.0,-62.08655,22.743416,18.1,1402
2016.0,10.0,41.5597560712,-35.1678428726,15.5,1101771
2020.0,3.0,-76.71361,-26.85592,19.4,6680371
2021.0,12.0,-74.7741493472,-49.8192547982,11.0,2269
2014.0,4.0,-38.7528784268,83.3418522025,2.1,18406
2011.0,10.0,55.103862467,9.549905778,27.0,561564
2013.0,4.0,-53.9557845608,-42.6304005247,18.1,1736989
2016.0,7.0,164.357225,53.46876,23.3,37468302
2017.0,12.0,49.03402,-23.736106,22.8,3058387
2012.0,9.0,-22.1088534,76.1453636,9.7,216364
2019.0,11.0,-85.0873074635,-69.8258790088,3.0,2269
2019.0,10.0,-5.3314104,-18.0508888,21.6,603
2010.0,3.0,91.8084582493,38.3099469564,14.3,203297
2013.0,10.0,-91.681078818,82.850192753,4.1,18406
2021.0,2.0,-147.956978,39.264527,11.3,21580827
2018.0,1.0,65.4203533,33.8078227,14.3,4011770
2012.0,9.0,-152.60159,89.271411,3.8,18406
2021.0,5.0,156.254491789,8.3543173655,27.6,6996
2020.0,8.0,138.586519,33.330033,24.1,37468302
2020.0,12.0,154.2942241,-35.56693039,21.2,447692
2020.0,5.0,-39.795915295,89.655820154,2.0,18406
2011.0,6.0,61.25192,-62.27372,7.4,4430367
2016.0,7.0,-35.30403,86.64632,6.4,216364
2017.0,3.0,-116.4148,19.4044,14.8,21580827
2013.0,7.0,-31.92795,-80.46903,4.5,2269
2015.0,4.0,-1.63415165,2.94342303,23.1,2439389
2010.0,8.0,135.619050653,6.79065522,31.9,11410
2013.0,2.0,104.159377,69.565433,3.2,1520381
2019.0,10.0,-110.07468624,-88.00852985,4.0,2269
2014.0,10.0,-92.2737814378,-2.2194745128,24.4,1822397
2015.0,11.0,79.489422,-87.786171,7.0,2269
2013.0,2.0,-121.2458353114,67.653259577,-0.4,18406
2020.0,5.0,-148.208754,-8.395512,24.6,136005
2013.0,11.0,-97.7865,62.7965,8.1,18406
2019.0,12.0,-169.7137,38.2424,13.6,30661
2021.0,12.0,70.5587911,-41.8606437,17.4,149365
2015.0,11.0,-92.8929446,34.2837377,19.8,5206593
2017.0,12.0,35.17198022,-57.34351311,12.9,4430367
2020.0,7.0,37.080370692,-87.5528513419,3.5,2269
2015.0,9.0,103.878292197,80.172476204,9.5,1279096
2016.0,1.0,-26.933931,-89.122707,11.5,2269
2010.0,11.0,157.2643595,59.4176903,7.2,37468302
2020.0,10.0,-59.92816,-78.73412,6.0,2269
2018.0,11.0,-164.0612654203,8.1859721031,24.6,0
2016.0,11.0,30.81179479,-58.61222218,10.3,4430367
2011.0,7.0,146.0446167,25.4533937,26.0,50568
2019.0,2.0,106.47876,79.98987,2.0,1279096
2012.0,9.0,-119.6785109,-12.6777478,19.6,136005
2020.0,11.0,59.8733,-52.4399,12.4,147209
2021.0,12.0,-170.77628,86.60863,-1.1,18406
2018.0,9.0,31.2841,49.0827,16.8,2956706
2014.0,8.0,-102.7292,89.0016,4.3,18406
2013.0,9.0,1.30698,-84.61269,4.5,2269
2015.0,2.0,-80.0597,73.8379,0.8,18406
2012.0,11.0,143.373485242,-19.8799361803,24.0,366862
2013.0,11.0,-89.4402,-44.7073,10.5,6680371
2015.0,2.0,-17.1397,19.1838,16.3,1205414
2021.0,5.0,49.434809268,-46.279349843,14.2,201851
2012.0,9.0,129.05869,64.3836,10.7,1520381
2021.0,11.0,55.67807,30.19107,19.0,1419699
2020.0,3.0,-102.76819791,59.99691697,5.5,1363159
2021.0,11.0,-77.294481654,87.795037968,0.6,18406
2014.0,6.0,-9.0422,-86.76761,6.0,2269
2018.0,11.0,154.7525602,-51.8353981,14.4,447692
2011.0,2.0,-168.41095602,17.46073774,17.9,30661
2020.0,8.0,167.358154257,-9.654745988,23.0,81801
2016.0,1.0,155.66235,-8.62498,30.8,81801
2019.0,9.0,164.9269202,-14.9689996,22.0,52690
2021.0,9.0,165.43073442,26.63613131,25.4,30661
2018.0,12.0,84.933011,39.770822,15.8,996319
2017.0,10.0,150.04188926,-76.229539952,7.0,411346
2021.0,2.0,93.3400864,-32.5569554,22.1,10516927
2018.0,11.0,-46.4226524,-71.7302263,8.0,2269
2021.0,4.0,-104.6344,67.4448,4.9,18406
2021.0,4.0,-170.67922893,-88.17498653,8.0,2269
2021.0,7.0,115.7962009879,-15.4896884867,22.0,281135
2016.0,6.0,-161.5749421393,52.5660583627,13.1,37468302
2017.0,6.0,-14.25393,-45.60961,13.2,4430367
2017.0,6.0,40.4415023,-66.645336,5.9,4430367
2016.0,12.0,-21.7872261,-59.2023524,13.3,2269
2014.0,5.0,-158.012296503,49.854883721,12.0,37468302
2015.0,6.0,-23.3961364,64.3127025,11.8,216364
2012.0,10.0,-36.5644425,-41.8862883,14.4,1736989
2013.0,11.0,-46.56798,-86.95591,8.0,2269
2016.0,12.0,-107.5166,-21.8303,22.4,10390607
2019.0,4.0,-166.1049477669,-28.797376998,20.3,13067
2014.0,3.0,161.014009,57.38797,3.7,37468302
